Textbox67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E=Excused   L=Late (15 minutes or less)   T=Tardy   X=Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox99,Textbox200,Textbox104,Textbox106,Textbox116,Textbox117,Textbox118,Textbox119,Textbox120,Textbox121,Textbox122,Textbox123,StudentID,StudentName,Grade,Textbox10,Textbox15,Textbox107,Textbox108,Textbox110,Textbox111,Textbox112,Textbox113,Textbox114,Textbox115,Textbox127,Textbox128,Textbox129,Textbox130,Textbox132,Textbox133,Textbox134,Textbox135,Textbox47,Textbox49,Textbox50,Textbox51,Textbox52,Textbox54,Textbox55,Textbox56,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,cycldayc,Date,Period0,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,TotalAbsent,cntUnexcused,TotalTardy,AbsenceDay
Date,1,2,3,4,5,6,7,8,,,,3422,"Porter, Kyla ",3,Kyla Porter,(801)123-11327,A / T,1-May,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,4,1,1,5,,,,,,,,,,,,,,,,,,12/19/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3422,"Porter, Kyla ",3,Kyla Porter,(801)123-11328,A / T,1-May,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,4,1,1,5,,,,,,,,,,,,,,,,,,1/22/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3422,"Porter, Kyla ",3,Kyla Porter,(801)123-11329,A / T,1-May,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,4,1,1,5,,,,,,,,,,,,,,,,,,4/24/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3422,"Porter, Kyla ",3,Kyla Porter,(801)123-11330,A / T,1-May,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,4,1,1,5,,,,,,,,,,,,,,,,,,4/27/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3422,"Porter, Kyla ",3,Kyla Porter,(801)123-11331,A / T,1-May,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,4,1,1,5,,,,,,,,,,,,,,,,,,5/3/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3422,"Porter, Kyla ",3,Kyla Porter,(801)123-11332,A / T,1-May,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,4,1,1,5,,,,,,,,,,,,,,,,,,5/4/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11333,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,Cycle Day  Totals,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11334,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,11/20/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11335,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,11/21/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11336,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,11/22/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11337,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,11/27/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11338,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,11/28/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11339,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,12/8/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11340,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,1/22/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11341,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,2/8/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11342,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,2/9/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3425,"Metcalfe, Mark ",3,Mark Metcalfe,(801)123-11343,A / T,Oct-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,3,7,0,10,,,,,,,,,,,,,,,,,,3/19/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3427,"Hills, Faizaan ",3,Faizaan Hills,(801)123-11344,A / T,May-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,5,0,0,5,Cycle Day  Totals,May-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,5,0,0,5,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3427,"Hills, Faizaan ",3,Faizaan Hills,(801)123-11345,A / T,May-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,5,0,0,5,,,,,,,,,,,,,,,,,,11/14/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3427,"Hills, Faizaan ",3,Faizaan Hills,(801)123-11346,A / T,May-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,5,0,0,5,,,,,,,,,,,,,,,,,,12/5/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3427,"Hills, Faizaan ",3,Faizaan Hills,(801)123-11347,A / T,May-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,5,0,0,5,,,,,,,,,,,,,,,,,,12/7/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3427,"Hills, Faizaan ",3,Faizaan Hills,(801)123-11348,A / T,May-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,5,0,0,5,,,,,,,,,,,,,,,,,,12/8/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3427,"Hills, Faizaan ",3,Faizaan Hills,(801)123-11349,A / T,May-00,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,5,0,0,5,,,,,,,,,,,,,,,,,,3/30/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11350,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,Cycle Day  Totals,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11351,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,8/18/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11352,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,8/31/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11353,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,9/1/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11354,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,9/29/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11355,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,10/11/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11356,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,10/24/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11357,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,10/31/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11358,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,12/4/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11359,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,1/4/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11360,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,1/5/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11361,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,1/9/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11362,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,1/10/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11363,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,1/22/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11364,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,2/6/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11365,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,2/9/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11366,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,2/13/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11367,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,2/15/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11368,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,2/21/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11369,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,2/23/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11370,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,2/27/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11371,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/1/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11372,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/13/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11373,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/14/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11374,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/15/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11375,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/16/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11376,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/19/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11377,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/20/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11378,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11379,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,3/29/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11380,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,4/16/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11381,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,4/20/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3429,"Maguire, Amy-Leigh ",3,Amy-Leigh Maguire,(801)123-11382,A / T,14/ 18,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,11,3,18,14,,,,,,,,,,,,,,,,,,4/24/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11383,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,Cycle Day  Totals,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11384,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,9/1/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11385,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,9/8/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11386,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,9/11/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11387,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,9/12/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11388,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,9/15/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11389,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,9/25/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11390,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,9/29/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11391,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,10/2/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11392,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,10/25/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11393,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,10/30/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11394,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,11/1/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11395,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,11/10/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11396,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,11/15/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11397,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,11/28/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11398,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,11/29/2017,L,,,,,,,,,,,0,0,1,0
